case_id,vacancy_id,candidate_id,lane,activity,activity_type,is_wait_time,assignee,start_time,end_time,duration_min,outcome,notes
35d31797-c8c1-4faf-8ba3-2b5d2a818131,VAC-1063,CAND-10063,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,no,Анна_1,2025-10-20 10:10:04.498795,2025-10-20 10:48:04.498795,38,,
35d31797-c8c1-4faf-8ba3-2b5d2a818131,VAC-1063,CAND-10063,СИСТЕМА,Ожидание интервью (раунд 1),Wait,yes,,2025-10-20 10:48:04.498795,2025-10-21 10:10:04.498795,1402,,
35d31797-c8c1-4faf-8ba3-2b5d2a818131,VAC-1063,CAND-10063,ИНТЕРВЬЮЕРЫ,Интервью (раунд 1),User Task,no,Андрей_2,2025-10-21 10:10:04.498795,2025-10-21 12:07:04.498795,117,passed,
35d31797-c8c1-4faf-8ba3-2b5d2a818131,VAC-1063,CAND-10063,ИНТЕРВЬЮЕРЫ,Финальное интервью,User Task,no,Анна_1,2025-10-22 07:47:04.498795,2025-10-22 09:07:04.498795,80,rejected,финал не пройден
35e56812-ab8f-4baa-8e57-11e9c8ff8ac5,VAC-1074,CAND-10074,РУКОВОДИТЕЛЬ,Создать заявку,User Task,no,Иванов_5,2025-09-20 12:33:04.498795,2025-09-20 13:24:04.498795,51,,
35e56812-ab8f-4baa-8e57-11e9c8ff8ac5,VAC-1074,CAND-10074,СИСТЕМА,Ожидание обработки,Wait,yes,,2025-09-20 13:24:04.498795,2025-09-20 13:48:04.498795,24,,
35e56812-ab8f-4baa-8e57-11e9c8ff8ac5,VAC-1074,CAND-10074,HR,Зарегистрировать в HCM,Service Task,no,Ольга_6,2025-09-20 13:48:04.498795,2025-09-20 14:12:04.498795,24,,
35e56812-ab8f-4baa-8e57-11e9c8ff8ac5,VAC-1074,CAND-10074,РЕКРУТЕР,Разместить вакансию,Task,no,Алексей_4,2025-09-20 15:04:04.498795,2025-09-20 16:20:04.498795,76,,
35e56812-ab8f-4baa-8e57-11e9c8ff8ac5,VAC-1074,CAND-10074,РЕКРУТЕР,Собирать резюме,Task,no,Екатерина_6,2025-09-20 17:20:04.498795,2025-09-22 07:39:04.498795,2299,,
35e56812-ab8f-4baa-8e57-11e9c8ff8ac5,VAC-1074,CAND-10074,СИСТЕМА,Ожидание проверки резюме,Wait,yes,,2025-09-22 07:39:04.498795,2025-09-22 17:57:04.498795,618,,
35e56812-ab8f-4baa-8e57-11e9c8ff8ac5,VAC-1074,CAND-10074,РЕКРУТЕР,Скрининг,Task,no,Екатерина_3,2025-09-22 17:57:04.498795,2025-09-22 18:12:04.498795,15,rejected,не соотв. опыту
36502b22-e9e5-480d-9ab1-6965bc1414bf,VAC-1132,CAND-10132,РУКОВОДИТЕЛЬ,Создать заявку,User Task,no,Иванов_9,2025-10-22 15:21:04.498795,2025-10-22 15:59:04.498795,38,,
36502b22-e9e5-480d-9ab1-6965bc1414bf,VAC-1132,CAND-10132,СИСТЕМА,Ожидание обработки,Wait,yes,,2025-10-22 15:59:04.498795,2025-10-22 16:41:04.498795,42,,
36502b22-e9e5-480d-9ab1-6965bc1414bf,VAC-1132,CAND-10132,HR,Зарегистрировать в HCM,Service Task,no,Марина_8,2025-10-22 16:41:04.498795,2025-10-22 17:09:04.498795,28,,
36502b22-e9e5-480d-9ab1-6965bc1414bf,VAC-1132,CAND-10132,РЕКРУТЕР,Разместить вакансию,Task,no,Екатерина_9,2025-10-22 20:03:04.498795,2025-10-22 21:18:04.498795,75,,
36502b22-e9e5-480d-9ab1-6965bc1414bf,VAC-1132,CAND-10132,РЕКРУТЕР,Собирать резюме,Task,no,Дмитрий_8,2025-10-22 22:18:04.498795,2025-10-24 19:26:04.498795,2708,,
36502b22-e9e5-480d-9ab1-6965bc1414bf,VAC-1132,CAND-10132,СИСТЕМА,Ожидание проверки резюме,Wait,yes,,2025-10-24 19:26:04.498795,2025-10-25 02:18:04.498795,412,,
36502b22-e9e5-480d-9ab1-6965bc1414bf,VAC-1132,CAND-10132,РЕКРУТЕР,Скрининг,Task,no,Алексей_8,2025-10-25 02:18:04.498795,2025-10-25 02:53:04.498795,35,passed,
36502b22-e9e5-480d-9ab1-6965bc1414bf,VAC-1132,CAND-10132,СИСТЕМА,Ожидание назначения интервью,Wait,yes,,2025-10-25 02:53:04.498795,2025-10-26 16:57:04.498795,2284,,
36502b22-e9e5-480d-9ab1-6965bc1414bf,VAC-1132,CAND-10132,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,no,Андрей_5,2025-10-26 16:57:04.498795,2025-10-26 17:15:04.498795,18,,
36502b22-e9e5-480d-9ab1-6965bc1414bf,VAC-1132,CAND-10132,СИСТЕМА,Ожидание интервью (раунд 1),Wait,yes,,2025-10-26 17:15:04.498795,2025-10-27 10:10:04.498795,1015,,
36502b22-e9e5-480d-9ab1-6965bc1414bf,VAC-1132,CAND-10132,ИНТЕРВЬЮЕРЫ,Интервью (раунд 1),User Task,no,Сергей_9,2025-10-27 10:10:04.498795,2025-10-27 11:12:04.498795,62,passed,
36502b22-e9e5-480d-9ab1-6965bc1414bf,VAC-1132,CAND-10132,ИНТЕРВЬЮЕРЫ,Финальное интервью,User Task,no,Сергей_5,2025-10-27 19:20:04.498795,2025-10-27 21:07:04.498795,107,rejected,финал не пройден
38790def-0e92-4559-81d4-d268aa7382e1,VAC-1002,CAND-10002,РУКОВОДИТЕЛЬ,Создать заявку,User Task,no,Сидоров_5,2025-09-01 14:33:04.498795,2025-09-01 15:18:04.498795,45,,
38790def-0e92-4559-81d4-d268aa7382e1,VAC-1002,CAND-10002,СИСТЕМА,Ожидание обработки,Wait,yes,,2025-09-01 15:18:04.498795,2025-09-01 17:13:04.498795,115,,
38790def-0e92-4559-81d4-d268aa7382e1,VAC-1002,CAND-10002,HR,Зарегистрировать в HCM,Service Task,no,Ольга_7,2025-09-01 17:13:04.498795,2025-09-01 17:41:04.498795,28,,
38790def-0e92-4559-81d4-d268aa7382e1,VAC-1002,CAND-10002,РЕКРУТЕР,Разместить вакансию,Task,no,Алексей_9,2025-09-01 19:43:04.498795,2025-09-01 20:31:04.498795,48,,
38790def-0e92-4559-81d4-d268aa7382e1,VAC-1002,CAND-10002,РЕКРУТЕР,Собирать резюме,Task,no,Алексей_1,2025-09-01 21:31:04.498795,2025-09-04 07:12:04.498795,3461,,
38790def-0e92-4559-81d4-d268aa7382e1,VAC-1002,CAND-10002,СИСТЕМА,Ожидание проверки резюме,Wait,yes,,2025-09-04 07:12:04.498795,2025-09-04 12:04:04.498795,292,,
38790def-0e92-4559-81d4-d268aa7382e1,VAC-1002,CAND-10002,РЕКРУТЕР,Скрининг,Task,no,Екатерина_3,2025-09-04 12:04:04.498795,2025-09-04 12:18:04.498795,14,rejected,некорректное резюме
3c308ed5-8d46-4412-9fd2-f713a2c60777,VAC-1054,CAND-10054,РУКОВОДИТЕЛЬ,Создать заявку,User Task,no,Сидоров_8,2025-10-14 12:07:04.498795,2025-10-14 12:27:04.498795,20,,
3c308ed5-8d46-4412-9fd2-f713a2c60777,VAC-1054,CAND-10054,СИСТЕМА,Ожидание обработки,Wait,yes,,2025-10-14 12:27:04.498795,2025-10-14 14:09:04.498795,102,,
3c308ed5-8d46-4412-9fd2-f713a2c60777,VAC-1054,CAND-10054,HR,Зарегистрировать в HCM,Service Task,no,Марина_3,2025-10-14 14:09:04.498795,2025-10-14 14:27:04.498795,18,,
3c308ed5-8d46-4412-9fd2-f713a2c60777,VAC-1054,CAND-10054,РЕКРУТЕР,Разместить вакансию,Task,no,Дмитрий_5,2025-10-14 15:00:04.498795,2025-10-14 16:54:04.498795,114,,
3c308ed5-8d46-4412-9fd2-f713a2c60777,VAC-1054,CAND-10054,РЕКРУТЕР,Собирать резюме,Task,no,Екатерина_4,2025-10-14 17:54:04.498795,2025-10-17 08:39:04.498795,3765,,
3c308ed5-8d46-4412-9fd2-f713a2c60777,VAC-1054,CAND-10054,СИСТЕМА,Ожидание проверки резюме,Wait,yes,,2025-10-17 08:39:04.498795,2025-10-17 14:38:04.498795,359,,
3c308ed5-8d46-4412-9fd2-f713a2c60777,VAC-1054,CAND-10054,РЕКРУТЕР,Скрининг,Task,no,Екатерина_7,2025-10-17 14:38:04.498795,2025-10-17 15:07:04.498795,29,rejected,не прошёл тест
3d86c88f-1de3-41e0-9739-01fc7d1aa594,VAC-1052,CAND-10052,РУКОВОДИТЕЛЬ,Создать заявку,User Task,no,Сидоров_5,2025-09-27 16:29:04.498795,2025-09-27 17:28:04.498795,59,,
3d86c88f-1de3-41e0-9739-01fc7d1aa594,VAC-1052,CAND-10052,СИСТЕМА,Ожидание обработки,Wait,yes,,2025-09-27 17:28:04.498795,2025-09-27 19:06:04.498795,98,,
3d86c88f-1de3-41e0-9739-01fc7d1aa594,VAC-1052,CAND-10052,HR,Зарегистрировать в HCM,Service Task,no,Наталья_4,2025-09-27 19:06:04.498795,2025-09-27 19:31:04.498795,25,,
3d86c88f-1de3-41e0-9739-01fc7d1aa594,VAC-1052,CAND-10052,РЕКРУТЕР,Разместить вакансию,Task,no,Дмитрий_4,2025-09-27 21:12:04.498795,2025-09-27 22:43:04.498795,91,,
3d86c88f-1de3-41e0-9739-01fc7d1aa594,VAC-1052,CAND-10052,РЕКРУТЕР,Собирать резюме,Task,no,Дмитрий_4,2025-09-27 23:43:04.498795,2025-09-29 20:02:04.498795,2659,,
3d86c88f-1de3-41e0-9739-01fc7d1aa594,VAC-1052,CAND-10052,СИСТЕМА,Ожидание проверки резюме,Wait,yes,,2025-09-29 20:02:04.498795,2025-09-30 07:22:04.498795,680,,
3d86c88f-1de3-41e0-9739-01fc7d1aa594,VAC-1052,CAND-10052,РЕКРУТЕР,Скрининг,Task,no,Дмитрий_6,2025-09-30 07:22:04.498795,2025-09-30 07:42:04.498795,20,passed,
3d86c88f-1de3-41e0-9739-01fc7d1aa594,VAC-1052,CAND-10052,СИСТЕМА,Ожидание назначения интервью,Wait,yes,,2025-09-30 07:42:04.498795,2025-10-01 17:02:04.498795,2000,,
3d86c88f-1de3-41e0-9739-01fc7d1aa594,VAC-1052,CAND-10052,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,no,Андрей_9,2025-10-01 17:02:04.498795,2025-10-01 17:21:04.498795,19,,
3d86c88f-1de3-41e0-9739-01fc7d1aa594,VAC-1052,CAND-10052,СИСТЕМА,Ожидание интервью (раунд 1),Wait,yes,,2025-10-01 17:21:04.498795,2025-10-02 08:05:04.498795,884,,
3d86c88f-1de3-41e0-9739-01fc7d1aa594,VAC-1052,CAND-10052,ИНТЕРВЬЮЕРЫ,Интервью (раунд 1),User Task,no,Андрей_5,2025-10-02 08:05:04.498795,2025-10-02 09:34:04.498795,89,rejected,недостаточно навыков
3fa85cdb-e1a8-4628-a062-527cc8898bc5,VAC-1182,CAND-10182,РУКОВОДИТЕЛЬ,Создать заявку,User Task,no,Петров_8,2025-09-30 18:22:04.498795,2025-09-30 18:59:04.498795,37,,
3fa85cdb-e1a8-4628-a062-527cc8898bc5,VAC-1182,CAND-10182,СИСТЕМА,Ожидание обработки,Wait,yes,,2025-09-30 18:59:04.498795,2025-09-30 20:47:04.498795,108,,
3fa85cdb-e1a8-4628-a062-527cc8898bc5,VAC-1182,CAND-10182,HR,Зарегистрировать в HCM,Service Task,no,Наталья_6,2025-09-30 20:47:04.498795,2025-09-30 21:23:04.498795,36,,
3fa85cdb-e1a8-4628-a062-527cc8898bc5,VAC-1182,CAND-10182,РЕКРУТЕР,Разместить вакансию,Task,no,Екатерина_1,2025-10-01 00:04:04.498795,2025-10-01 01:57:04.498795,113,,
3fa85cdb-e1a8-4628-a062-527cc8898bc5,VAC-1182,CAND-10182,РЕКРУТЕР,Собирать резюме,Task,no,Алексей_1,2025-10-01 02:57:04.498795,2025-10-02 20:40:04.498795,2503,,
3fa85cdb-e1a8-4628-a062-527cc8898bc5,VAC-1182,CAND-10182,СИСТЕМА,Ожидание проверки резюме,Wait,yes,,2025-10-02 20:40:04.498795,2025-10-03 02:09:04.498795,329,,
3fa85cdb-e1a8-4628-a062-527cc8898bc5,VAC-1182,CAND-10182,РЕКРУТЕР,Скрининг,Task,no,Дмитрий_3,2025-10-03 02:09:04.498795,2025-10-03 02:29:04.498795,20,passed,
3fa85cdb-e1a8-4628-a062-527cc8898bc5,VAC-1182,CAND-10182,СИСТЕМА,Ожидание назначения интервью,Wait,yes,,2025-10-03 02:29:04.498795,2025-10-04 04:17:04.498795,1548,,
3fa85cdb-e1a8-4628-a062-527cc8898bc5,VAC-1182,CAND-10182,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,no,Сергей_7,2025-10-04 04:17:04.498795,2025-10-04 04:35:04.498795,18,,
3fa85cdb-e1a8-4628-a062-527cc8898bc5,VAC-1182,CAND-10182,СИСТЕМА,Ожидание интервью (раунд 1),Wait,yes,,2025-10-04 04:35:04.498795,2025-10-04 18:39:04.498795,844,,
3fa85cdb-e1a8-4628-a062-527cc8898bc5,VAC-1182,CAND-10182,ИНТЕРВЬЮЕРЫ,Интервью (раунд 1),User Task,no,Анна_2,2025-10-04 18:39:04.498795,2025-10-04 19:30:04.498795,51,passed,
3fa85cdb-e1a8-4628-a062-527cc8898bc5,VAC-1182,CAND-10182,СИСТЕМА,Ожидание интервью (раунд 2),Wait,yes,,2025-10-04 19:30:04.498795,2025-10-05 12:16:04.498795,1006,,
3fa85cdb-e1a8-4628-a062-527cc8898bc5,VAC-1182,CAND-10182,ИНТЕРВЬЮЕРЫ,Интервью (раунд 2),User Task,no,Андрей_2,2025-10-05 12:16:04.498795,2025-10-05 13:25:04.498795,69,rejected,культурный профиль
4062a2a6-78f6-4e99-9802-4d6de78ff6d6,VAC-1118,CAND-10118,РУКОВОДИТЕЛЬ,Создать заявку,User Task,no,Петров_4,2025-10-23 15:48:04.498795,2025-10-23 16:12:04.498795,24,,
4062a2a6-78f6-4e99-9802-4d6de78ff6d6,VAC-1118,CAND-10118,СИСТЕМА,Ожидание обработки,Wait,yes,,2025-10-23 16:12:04.498795,2025-10-23 16:40:04.498795,28,,
4062a2a6-78f6-4e99-9802-4d6de78ff6d6,VAC-1118,CAND-10118,HR,Зарегистрировать в HCM,Service Task,no,Ольга_4,2025-10-23 16:40:04.498795,2025-10-23 16:58:04.498795,18,,
4062a2a6-78f6-4e99-9802-4d6de78ff6d6,VAC-1118,CAND-10118,РЕКРУТЕР,Разместить вакансию,Task,no,Алексей_9,2025-10-23 17:38:04.498795,2025-10-23 19:23:04.498795,105,,
4062a2a6-78f6-4e99-9802-4d6de78ff6d6,VAC-1118,CAND-10118,РЕКРУТЕР,Собирать резюме,Task,no,Дмитрий_8,2025-10-23 20:23:04.498795,2025-10-25 21:02:04.498795,2919,,
4062a2a6-78f6-4e99-9802-4d6de78ff6d6,VAC-1118,CAND-10118,СИСТЕМА,Ожидание проверки резюме,Wait,yes,,2025-10-25 21:02:04.498795,2025-10-26 07:47:04.498795,645,,
4062a2a6-78f6-4e99-9802-4d6de78ff6d6,VAC-1118,CAND-10118,РЕКРУТЕР,Скрининг,Task,no,Алексей_1,2025-10-26 07:47:04.498795,2025-10-26 08:25:04.498795,38,rejected,некорректное резюме
4122838c-1de3-48ba-a08e-f61498462bf3,VAC-1016,CAND-10016,РУКОВОДИТЕЛЬ,Создать заявку,User Task,no,Петров_6,2025-10-13 11:08:04.498795,2025-10-13 11:52:04.498795,44,,
4122838c-1de3-48ba-a08e-f61498462bf3,VAC-1016,CAND-10016,СИСТЕМА,Ожидание обработки,Wait,yes,,2025-10-13 11:52:04.498795,2025-10-13 12:20:04.498795,28,,
4122838c-1de3-48ba-a08e-f61498462bf3,VAC-1016,CAND-10016,HR,Зарегистрировать в HCM,Service Task,no,Марина_6,2025-10-13 12:20:04.498795,2025-10-13 12:46:04.498795,26,,
4122838c-1de3-48ba-a08e-f61498462bf3,VAC-1016,CAND-10016,РЕКРУТЕР,Разместить вакансию,Task,no,Дмитрий_2,2025-10-13 13:19:04.498795,2025-10-13 14:32:04.498795,73,,
4122838c-1de3-48ba-a08e-f61498462bf3,VAC-1016,CAND-10016,РЕКРУТЕР,Собирать резюме,Task,no,Дмитрий_8,2025-10-13 15:32:04.498795,2025-10-15 21:07:04.498795,3215,,
4122838c-1de3-48ba-a08e-f61498462bf3,VAC-1016,CAND-10016,СИСТЕМА,Ожидание проверки резюме,Wait,yes,,2025-10-15 21:07:04.498795,2025-10-16 02:43:04.498795,336,,
4122838c-1de3-48ba-a08e-f61498462bf3,VAC-1016,CAND-10016,РЕКРУТЕР,Скрининг,Task,no,Алексей_9,2025-10-16 02:43:04.498795,2025-10-16 03:06:04.498795,23,rejected,некорректное резюме
41293a3f-cd54-436b-9b44-3806a0932fed,VAC-1077,CAND-10077,РУКОВОДИТЕЛЬ,Создать заявку,User Task,no,Петров_5,2025-10-15 14:17:04.498795,2025-10-15 14:44:04.498795,27,,
41293a3f-cd54-436b-9b44-3806a0932fed,VAC-1077,CAND-10077,СИСТЕМА,Ожидание обработки,Wait,yes,,2025-10-15 14:44:04.498795,2025-10-15 15:47:04.498795,63,,
41293a3f-cd54-436b-9b44-3806a0932fed,VAC-1077,CAND-10077,HR,Зарегистрировать в HCM,Service Task,no,Марина_3,2025-10-15 15:47:04.498795,2025-10-15 16:14:04.498795,27,,
41293a3f-cd54-436b-9b44-3806a0932fed,VAC-1077,CAND-10077,РЕКРУТЕР,Разместить вакансию,Task,no,Дмитрий_1,2025-10-15 19:08:04.498795,2025-10-15 20:30:04.498795,82,,
41293a3f-cd54-436b-9b44-3806a0932fed,VAC-1077,CAND-10077,РЕКРУТЕР,Собирать резюме,Task,no,Алексей_8,2025-10-15 21:30:04.498795,2025-10-17 00:38:04.498795,1628,,
41293a3f-cd54-436b-9b44-3806a0932fed,VAC-1077,CAND-10077,СИСТЕМА,Ожидание проверки резюме,Wait,yes,,2025-10-17 00:38:04.498795,2025-10-17 03:54:04.498795,196,,
41293a3f-cd54-436b-9b44-3806a0932fed,VAC-1077,CAND-10077,РЕКРУТЕР,Скрининг,Task,no,Алексей_8,2025-10-17 03:54:04.498795,2025-10-17 04:07:04.498795,13,passed,
41293a3f-cd54-436b-9b44-3806a0932fed,VAC-1077,CAND-10077,СИСТЕМА,Ожидание назначения интервью,Wait,yes,,2025-10-17 04:07:04.498795,2025-10-18 18:43:04.498795,2316,,
41293a3f-cd54-436b-9b44-3806a0932fed,VAC-1077,CAND-10077,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,no,Анна_3,2025-10-18 18:43:04.498795,2025-10-18 18:59:04.498795,16,,
41293a3f-cd54-436b-9b44-3806a0932fed,VAC-1077,CAND-10077,СИСТЕМА,Ожидание интервью (раунд 1),Wait,yes,,2025-10-18 18:59:04.498795,2025-10-19 08:08:04.498795,789,,
41293a3f-cd54-436b-9b44-3806a0932fed,VAC-1077,CAND-10077,ИНТЕРВЬЮЕРЫ,Интервью (раунд 1),User Task,no,Сергей_2,2025-10-19 08:08:04.498795,2025-10-19 09:13:04.498795,65,rejected,культурный профиль
47784d55-e828-4a2f-aee6-3bf625b45412,VAC-1048,CAND-10048,РУКОВОДИТЕЛЬ,Создать заявку,User Task,no,Сидоров_9,2025-09-10 13:26:04.498795,2025-09-10 13:55:04.498795,29,,
47784d55-e828-4a2f-aee6-3bf625b45412,VAC-1048,CAND-10048,СИСТЕМА,Ожидание обработки,Wait,yes,,2025-09-10 13:55:04.498795,2025-09-10 14:26:04.498795,31,,
47784d55-e828-4a2f-aee6-3bf625b45412,VAC-1048,CAND-10048,HR,Зарегистрировать в HCM,Service Task,no,Марина_3,2025-09-10 14:26:04.498795,2025-09-10 14:52:04.498795,26,,
47784d55-e828-4a2f-aee6-3bf625b45412,VAC-1048,CAND-10048,РЕКРУТЕР,Разместить вакансию,Task,no,Алексей_6,2025-09-10 17:50:04.498795,2025-09-10 18:29:04.498795,39,,
47784d55-e828-4a2f-aee6-3bf625b45412,VAC-1048,CAND-10048,РЕКРУТЕР,Собирать резюме,Task,no,Алексей_1,2025-09-10 19:29:04.498795,2025-09-13 09:57:04.498795,3748,,
47784d55-e828-4a2f-aee6-3bf625b45412,VAC-1048,CAND-10048,СИСТЕМА,Ожидание проверки резюме,Wait,yes,,2025-09-13 09:57:04.498795,2025-09-13 14:20:04.498795,263,,
47784d55-e828-4a2f-aee6-3bf625b45412,VAC-1048,CAND-10048,РЕКРУТЕР,Скрининг,Task,no,Екатерина_5,2025-09-13 14:20:04.498795,2025-09-13 14:31:04.498795,11,passed,
47784d55-e828-4a2f-aee6-3bf625b45412,VAC-1048,CAND-10048,СИСТЕМА,Ожидание назначения интервью,Wait,yes,,2025-09-13 14:31:04.498795,2025-09-15 10:02:04.498795,2611,,
47784d55-e828-4a2f-aee6-3bf625b45412,VAC-1048,CAND-10048,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,no,Анна_1,2025-09-15 10:02:04.498795,2025-09-15 10:25:04.498795,23,,
47784d55-e828-4a2f-aee6-3bf625b45412,VAC-1048,CAND-10048,СИСТЕМА,Ожидание интервью (раунд 1),Wait,yes,,2025-09-15 10:25:04.498795,2025-09-16 05:07:04.498795,1122,,
47784d55-e828-4a2f-aee6-3bf625b45412,VAC-1048,CAND-10048,ИНТЕРВЬЮЕРЫ,Интервью (раунд 1),User Task,no,Сергей_8,2025-09-16 05:07:04.498795,2025-09-16 07:01:04.498795,114,passed,
47784d55-e828-4a2f-aee6-3bf625b45412,VAC-1048,CAND-10048,СИСТЕМА,Ожидание интервью (раунд 2),Wait,yes,,2025-09-16 07:01:04.498795,2025-09-16 19:11:04.498795,730,,
47784d55-e828-4a2f-aee6-3bf625b45412,VAC-1048,CAND-10048,ИНТЕРВЬЮЕРЫ,Интервью (раунд 2),User Task,no,Андрей_1,2025-09-16 19:11:04.498795,2025-09-16 20:47:04.498795,96,passed,
47784d55-e828-4a2f-aee6-3bf625b45412,VAC-1048,CAND-10048,ИНТЕРВЬЮЕРЫ,Финальное интервью,User Task,no,Сергей_4,2025-09-17 07:28:04.498795,2025-09-17 09:09:04.498795,101,passed,
47784d55-e828-4a2f-aee6-3bf625b45412,VAC-1048,CAND-10048,HR (ОФФЕР),Согласовать условия,User Task,no,Наталья_6,2025-09-17 11:36:04.498795,2025-09-17 15:11:04.498795,215,,
47784d55-e828-4a2f-aee6-3bf625b45412,VAC-1048,CAND-10048,HR (ОФФЕР),Сгенерировать оффер,Service Task,no,Ольга_6,2025-09-17 15:31:04.498795,2025-09-17 15:58:04.498795,27,,
47784d55-e828-4a2f-aee6-3bf625b45412,VAC-1048,CAND-10048,HR (ОФФЕР),Отправить оффер,Send Task,no,Ольга_3,2025-09-17 16:03:04.498795,2025-09-17 16:13:04.498795,10,sent,
47784d55-e828-4a2f-aee6-3bf625b45412,VAC-1048,CAND-10048,HR (ОФФЕР),Ожидание ответа (2д),Timer,yes,,2025-09-17 16:13:04.498795,2025-09-19 16:13:04.498795,2880,timer_elapsed,
47784d55-e828-4a2f-aee6-3bf625b45412,VAC-1048,CAND-10048,SECURITY,Background Check,Call Activity,no,Служба_БД_4,2025-09-19 19:13:04.498795,2025-09-22 09:42:04.498795,3749,report_ready,
47784d55-e828-4a2f-aee6-3bf625b45412,VAC-1048,CAND-10048,IT,Выдача оборудования,Task,no,IT_Specialist_4,2025-09-22 10:42:04.498795,2025-09-22 12:16:04.498795,94,,
47784d55-e828-4a2f-aee6-3bf625b45412,VAC-1048,CAND-10048,IT,Создать доступы,Task,no,IT_Specialist_1,2025-09-22 12:46:04.498795,2025-09-22 13:34:04.498795,48,,
47784d55-e828-4a2f-aee6-3bf625b45412,VAC-1048,CAND-10048,IT,Вводное обучение,Service Task,no,Ольга_7,2025-09-22 15:34:04.498795,2025-09-22 21:02:04.498795,328,,
47784d55-e828-4a2f-aee6-3bf625b45412,VAC-1048,CAND-10048,HR,Назначить ментора,Task,no,Наталья_6,2025-09-22 22:02:04.498795,2025-09-22 22:47:04.498795,45,,
47784d55-e828-4a2f-aee6-3bf625b45412,VAC-1048,CAND-10048,HR,Уведомить всех,Message,no,system,2025-09-22 23:07:04.498795,2025-09-22 23:12:04.498795,5,notified,
47784d55-e828-4a2f-aee6-3bf625b45412,VAC-1048,CAND-10048,HR,Обновить HCM,Service Task,no,Марина_6,2025-09-22 23:42:04.498795,2025-09-23 00:02:04.498795,20,,
47784d55-e828-4a2f-aee6-3bf625b45412,VAC-1048,CAND-10048,HR,Payroll,Service Task,no,Наталья_3,2025-09-23 00:32:04.498795,2025-09-23 00:52:04.498795,20,,
47784d55-e828-4a2f-aee6-3bf625b45412,VAC-1048,CAND-10048,HR,Закрыть вакансию,Service Task,no,Ольга_9,2025-09-23 01:12:04.498795,2025-09-23 01:17:04.498795,5,,
48e5ab2f-cff3-4c61-98a1-ac4cc5d44969,VAC-1143,CAND-10143,РУКОВОДИТЕЛЬ,Создать заявку,User Task,no,Сидоров_3,2025-08-29 17:18:04.498795,2025-08-29 17:55:04.498795,37,,
48e5ab2f-cff3-4c61-98a1-ac4cc5d44969,VAC-1143,CAND-10143,СИСТЕМА,Ожидание обработки,Wait,yes,,2025-08-29 17:55:04.498795,2025-08-29 19:52:04.498795,117,,
48e5ab2f-cff3-4c61-98a1-ac4cc5d44969,VAC-1143,CAND-10143,HR,Зарегистрировать в HCM,Service Task,no,Ольга_9,2025-08-29 19:52:04.498795,2025-08-29 20:06:04.498795,14,,
48e5ab2f-cff3-4c61-98a1-ac4cc5d44969,VAC-1143,CAND-10143,РЕКРУТЕР,Разместить вакансию,Task,no,Дмитрий_4,2025-08-29 21:26:04.498795,2025-08-29 22:48:04.498795,82,,
48e5ab2f-cff3-4c61-98a1-ac4cc5d44969,VAC-1143,CAND-10143,РЕКРУТЕР,Собирать резюме,Task,no,Екатерина_9,2025-08-29 23:48:04.498795,2025-09-01 14:06:04.498795,3738,,
48e5ab2f-cff3-4c61-98a1-ac4cc5d44969,VAC-1143,CAND-10143,СИСТЕМА,Ожидание проверки резюме,Wait,yes,,2025-09-01 14:06:04.498795,2025-09-01 21:18:04.498795,432,,
48e5ab2f-cff3-4c61-98a1-ac4cc5d44969,VAC-1143,CAND-10143,РЕКРУТЕР,Скрининг,Task,no,Алексей_5,2025-09-01 21:18:04.498795,2025-09-01 21:35:04.498795,17,rejected,некорректное резюме
490ccaff-52ed-4724-b90a-4df059436d36,VAC-1034,CAND-10034,РУКОВОДИТЕЛЬ,Создать заявку,User Task,no,Петров_8,2025-10-19 19:32:04.498795,2025-10-19 19:55:04.498795,23,,
490ccaff-52ed-4724-b90a-4df059436d36,VAC-1034,CAND-10034,СИСТЕМА,Ожидание обработки,Wait,yes,,2025-10-19 19:55:04.498795,2025-10-19 20:44:04.498795,49,,
490ccaff-52ed-4724-b90a-4df059436d36,VAC-1034,CAND-10034,HR,Зарегистрировать в HCM,Service Task,no,Ольга_8,2025-10-19 20:44:04.498795,2025-10-19 21:07:04.498795,23,,
490ccaff-52ed-4724-b90a-4df059436d36,VAC-1034,CAND-10034,РЕКРУТЕР,Разместить вакансию,Task,no,Екатерина_2,2025-10-19 23:19:04.498795,2025-10-20 00:32:04.498795,73,,
490ccaff-52ed-4724-b90a-4df059436d36,VAC-1034,CAND-10034,РЕКРУТЕР,Собирать резюме,Task,no,Дмитрий_6,2025-10-20 01:32:04.498795,2025-10-21 22:52:04.498795,2720,,
490ccaff-52ed-4724-b90a-4df059436d36,VAC-1034,CAND-10034,СИСТЕМА,Ожидание проверки резюме,Wait,yes,,2025-10-21 22:52:04.498795,2025-10-22 06:13:04.498795,441,,
